Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
12-07-23_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-23_240.PNG;5,527637;5,511060;5,484531;5,458053;24,514144;25,813645;24,951758;-113,333213;4,304927;4,309848;4,304263;4,314502;2,262308;2,157532;2,226492;12,003496
12-07-23_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-23_740.PNG;5,527809;5,510848;5,484974;5,457769;24,512489;25,811928;24,951978;-112,921113;4,304904;4,309876;4,304204;4,314540;2,262445;2,157667;2,226474;12,003462
12-07-24_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-24_240.PNG;5,527542;5,510961;5,485484;5,458026;24,509534;25,812669;24,948449;-113,951140;4,304939;4,309861;4,304137;4,314506;2,262688;2,157609;2,226761;12,003542
12-07-24_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-24_740.PNG;5,527750;5,511200;5,485055;5,458161;24,507062;25,814575;24,942476;-112,793643;4,304912;4,309830;4,304194;4,314488;2,262892;2,157459;2,227246;12,003452
12-07-25_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-25_239.PNG;5,527565;5,511263;5,485168;5,458197;24,501044;25,815090;24,943012;-113,386479;4,304936;4,309821;4,304179;4,314483;2,263389;2,157418;2,227202;12,003500
12-07-25_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-25_739.PNG;5,527452;5,510492;5,485010;5,458246;24,495677;25,813206;24,952455;-113,659097;4,304951;4,309923;4,304199;4,314477;2,263832;2,157567;2,226435;12,003521
12-07-26_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-26_240.PNG;5,527506;5,510902;5,485244;5,457868;24,492094;25,810461;24,965748;-113,036399;4,304944;4,309869;4,304168;4,314527;2,264127;2,157783;2,225356;12,003472
12-07-26_741;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-26_741.PNG;5,527967;5,511411;5,485339;5,458192;24,494218;25,808767;24,980054;-112,814728;4,304883;4,309802;4,304156;4,314484;2,263952;2,157917;2,224195;12,003453
12-07-27_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-27_240.PNG;5,527921;5,510952;5,484974;5,457850;24,499989;25,804759;24,994830;-113,242837;4,304889;4,309863;4,304204;4,314529;2,263476;2,158232;2,222996;12,003489
12-07-27_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-27_739.PNG;5,527872;5,511069;5,484825;5,458111;24,505682;25,802839;25,007636;-113,109429;4,304896;4,309847;4,304224;4,314494;2,263006;2,158384;2,221958;12,003478
